Neighborhood,Year_Built,Year_Remod_Add,Overall_Qual,Overall_Cond,Gr_Liv_Area,Total_Bsmt_SF,Garage_Cars,Full_Bath,Bedroom_AbvGr,Fireplaces,Lot_Area,House_Age,Years_Since_Remod,Bldg_Type,Sale_Type,Sale_Price
Veenker,1947,1980,1,4,2272,1506,1,2,3,1,8244,63,30,1Fam,WD,348248
Crawfor,1937,1982,6,4,670,585,3,3,2,0,3440,73,28,1Fam,New,275860
NridgHt,1916,1983,9,8,1574,501,2,2,4,0,21620,94,27,1Fam,WD,499381
NridgHt,1973,1986,8,1,1851,1602,1,2,4,1,17956,37,24,1Fam,Oth,522253
Mitchel,1926,2003,7,4,4442,1451,2,2,3,1,20771,84,7,1Fam,WD,424474
Somerst,1953,1968,10,6,1164,611,3,2,3,0,15200,57,42,1Fam,WD,378830
NoRidge,1949,1955,8,4,1091,472,0,2,3,0,6857,61,55,1Fam,WD,366178
CollgCr,1934,1952,6,6,3478,1166,3,2,2,1,2845,76,58,1Fam,COD,386758
NWAmes,1984,1985,9,5,1668,1639,2,3,2,0,11478,26,25,1Fam,WD,315135
Timber,1924,1933,3,9,2821,1593,2,1,3,1,15116,86,77,1Fam,WD,407317
Crawfor,1927,1976,10,9,3726,1375,2,1,5,1,10723,83,34,1Fam,WD,467043
NoRidge,2010,2010,10,4,4482,3481,4,2,4,1,19890,0,0,1Fam,WD,855982
NridgHt,1914,1994,9,4,3055,2711,2,1,3,2,10922,96,16,2fmCon,WD,632636
CollgCr,1903,2003,4,8,4420,2976,1,1,3,0,10102,107,7,1Fam,WD,441372
CollgCr,1992,2003,7,4,2910,2520,3,2,5,0,11997,18,7,1Fam,WD,459265
Gilbert,1972,1977,9,2,1848,628,2,2,3,1,19703,38,33,1Fam,WD,307461
NWAmes,1926,1947,2,2,1347,930,2,1,3,1,24678,84,63,1Fam,WD,213489
IDOTRR,1925,1956,2,1,3202,2294,2,2,4,0,15961,85,54,1Fam,WD,225403
CollgCr,1918,2001,9,5,2845,2368,2,0,3,0,4592,92,9,1Fam,COD,426961
Somerst,1991,1991,3,6,993,542,3,1,2,0,23173,19,19,1Fam,WD,287556
Mitchel,1916,1969,9,9,1045,676,3,2,3,0,4091,94,41,1Fam,WD,236426
Veenker,1942,1999,5,5,2851,2226,2,1,2,1,4002,68,11,1Fam,WD,410142
ClearCr,1940,2009,6,6,1990,743,2,2,3,1,10353,70,1,1Fam,ConLD,334792
NridgHt,1941,1958,2,6,1403,914,2,2,3,0,20976,69,52,TwnhsE,WD,363352
NridgHt,1949,1954,8,3,2786,782,2,2,3,0,8561,61,56,1Fam,New,575703
IDOTRR,1983,1995,9,4,3197,2509,2,1,5,0,17661,27,15,1Fam,COD,310936
NAmes,2008,2008,2,1,4337,2067,2,2,3,0,3173,2,2,1Fam,WD,360892
Gilbert,1939,1961,6,4,2040,1068,1,1,3,0,14854,71,49,TwnhsE,WD,288266
ClearCr,1938,1960,6,1,1383,752,2,2,2,0,7502,72,50,1Fam,WD,267911
StoneBr,1922,1947,8,5,3747,3138,2,2,3,0,11652,88,63,1Fam,WD,622223
StoneBr,2010,2010,10,8,4456,2129,3,2,4,1,8808,0,0,1Fam,WD,823279
Timber,1995,2007,5,8,2957,2278,2,1,3,1,13137,15,3,1Fam,New,562214
CollgCr,1951,1957,9,5,3273,2487,1,2,3,0,24543,59,53,1Fam,WD,474353
NWAmes,1946,1989,1,2,3935,2157,2,3,3,2,1999,64,21,Twnhs,WD,354025
Gilbert,1962,1988,9,6,3594,1997,3,2,3,1,15090,48,22,1Fam,WD,469689
Veenker,1996,2005,10,1,2865,2156,2,3,2,2,1825,14,5,Twnhs,WD,541531
IDOTRR,2009,2009,7,7,3072,2581,2,3,3,1,15229,1,1,1Fam,WD,311485
NWAmes,1968,1982,4,4,1404,831,2,2,3,1,23917,42,28,TwnhsE,WD,222629
CollgCr,1942,1977,3,5,4324,1916,2,2,5,1,2387,68,33,1Fam,WD,447935
Crawfor,1947,1991,10,6,3847,2901,3,2,4,0,10687,63,19,1Fam,WD,530452
ClearCr,1933,1987,6,1,3571,1640,1,1,4,1,5173,77,23,1Fam,WD,433032
Timber,1939,2002,1,9,4175,2564,2,1,4,1,12732,71,8,1Fam,COD,520782
Somerst,1974,2000,3,4,1119,711,2,2,4,1,9435,36,10,1Fam,WD,293636
NWAmes,1960,1964,2,8,1452,704,1,2,4,1,2428,50,46,1Fam,WD,204692
NridgHt,1949,2009,9,5,3800,2901,2,1,2,0,5903,61,1,1Fam,WD,709145
NoRidge,1966,1967,3,8,4235,2373,2,2,3,1,16492,44,43,1Fam,WD,636861
NridgHt,1961,1993,2,1,3679,2787,2,2,4,0,23310,49,17,1Fam,WD,618672
NridgHt,1957,1972,4,8,3348,1102,2,1,3,1,11614,53,38,2fmCon,WD,565485
NAmes,1932,1969,2,4,3463,1770,2,2,2,1,9490,78,41,1Fam,WD,288905
NWAmes,1974,1989,1,2,3747,2908,2,1,3,1,12947,36,21,1Fam,COD,350653
CollgCr,1915,1992,6,6,819,218,2,2,3,1,18508,95,18,1Fam,WD,238463
NoRidge,1981,2009,10,2,3857,1306,2,2,3,0,5844,29,1,2fmCon,WD,673182
CollgCr,1993,1995,8,5,1375,1356,2,2,3,2,20255,17,15,1Fam,WD,370878
CollgCr,1947,1961,10,2,2876,960,2,2,3,0,15254,63,49,1Fam,WD,421838
StoneBr,1909,1975,10,3,2400,2193,3,0,4,1,22583,101,35,1Fam,WD,569685
ClearCr,1981,2003,2,6,1252,419,1,1,4,0,6616,29,7,1Fam,WD,254873
Somerst,1937,1965,9,1,3204,1585,3,1,4,0,7737,73,45,1Fam,WD,458097
Crawfor,1918,1951,3,6,1879,1262,1,2,4,1,10969,92,59,1Fam,WD,246627
Gilbert,1935,1975,8,3,1537,1248,2,1,3,1,10378,75,35,1Fam,WD,310111
NridgHt,1958,1998,8,7,3846,2198,2,2,3,0,6110,52,12,1Fam,WD,700083
Somerst,1962,1984,3,2,570,338,2,1,2,1,18416,48,26,TwnhsE,WD,231937
Crawfor,1976,1982,3,6,3374,2656,1,2,4,1,5997,34,28,1Fam,WD,403949
CollgCr,1945,1947,6,8,3766,1374,3,2,2,0,5352,65,63,1Fam,WD,430661
NAmes,1902,1959,1,1,3412,1715,3,2,4,1,21288,108,51,1Fam,WD,282195
Gilbert,1973,2004,4,9,2335,877,2,1,3,0,4268,37,6,1Fam,WD,333378
StoneBr,2001,2002,1,5,3475,2048,2,3,5,1,20539,9,8,1Fam,WD,572972
NridgHt,1964,2006,3,5,4450,1825,3,3,3,0,3640,46,4,1Fam,WD,677018
Gilbert,1990,1996,9,5,2046,936,3,1,4,1,9224,20,14,1Fam,COD,377493
NridgHt,2009,2009,5,6,605,435,2,2,3,0,18457,1,1,1Fam,WD,367446
Crawfor,1907,1907,5,2,1269,347,2,2,3,0,19449,103,103,1Fam,WD,211395
BrkSide,1950,2010,4,6,2509,1041,2,2,3,1,14758,60,0,1Fam,WD,251193
Crawfor,2009,2010,3,4,3440,2180,2,2,5,1,11497,1,0,1Fam,WD,416640
Somerst,2005,2008,5,8,2743,1282,2,2,3,2,18320,5,2,1Fam,WD,443115
Gilbert,1980,1985,4,9,2692,2376,2,2,4,1,12195,30,25,Duplex,WD,391978
ClearCr,1972,2010,8,9,4303,2836,1,2,4,1,12154,38,0,1Fam,WD,546678
CollgCr,1905,1914,4,8,1873,373,2,3,4,1,5089,105,96,1Fam,WD,269216
BrkSide,2006,2007,8,3,3995,2292,2,2,3,0,2898,4,3,2fmCon,WD,350663
Somerst,1988,1989,6,4,3018,1222,4,1,3,0,11246,22,21,Duplex,WD,472074
IDOTRR,1938,1967,5,1,2209,1560,4,2,2,0,9191,72,43,1Fam,WD,246028
BrkSide,1959,1994,4,9,715,566,2,2,5,1,17232,51,16,1Fam,WD,182168
StoneBr,1927,1947,4,5,1616,933,2,1,5,0,12443,83,63,Duplex,COD,379096
NridgHt,1996,2009,4,6,759,664,1,2,4,1,15426,14,1,1Fam,WD,392581
NoRidge,1953,1969,9,3,1433,590,2,3,3,0,14549,57,41,1Fam,WD,470788
NridgHt,1936,2009,4,8,1074,932,1,2,3,0,13613,74,1,1Fam,WD,377700
NoRidge,1908,1970,9,7,2064,1611,2,1,5,0,4766,102,40,1Fam,WD,482769
Gilbert,1981,1995,10,1,2310,1064,2,1,2,1,7908,29,15,1Fam,WD,387872
NridgHt,1955,1996,6,5,4430,2096,2,2,4,0,16342,55,14,TwnhsE,WD,720831
Veenker,1958,2008,10,9,784,421,0,2,3,1,12636,52,2,2fmCon,WD,351574
NAmes,1984,1995,7,6,3031,2008,3,2,3,1,4997,26,15,Duplex,ConLD,353020
NridgHt,1901,1956,10,8,2454,1293,2,2,4,1,22840,109,54,1Fam,WD,593412
Mitchel,1960,1975,3,1,2919,2441,1,1,2,1,3474,50,35,1Fam,ConLD,289149
Veenker,1957,1997,8,7,569,114,1,1,3,1,10558,53,13,1Fam,WD,294158
NoRidge,2006,2008,3,3,878,467,2,2,5,1,10745,4,2,1Fam,COD,344976
Gilbert,1959,1986,1,9,1802,1428,1,1,3,0,6910,51,24,1Fam,WD,255631
Crawfor,2001,2001,10,6,4314,2140,3,3,4,2,4034,9,9,TwnhsE,COD,559225
NAmes,1939,2002,5,5,2849,2011,2,1,4,0,15750,71,8,1Fam,WD,296079
NWAmes,1935,1993,2,8,754,573,3,2,2,0,4717,75,17,1Fam,New,204689
Mitchel,2006,2007,10,8,2207,635,1,2,2,0,20219,4,3,TwnhsE,WD,351385
Veenker,1936,1993,6,3,3491,1384,2,2,3,1,22560,74,17,1Fam,WD,493054
StoneBr,1978,1979,10,2,1191,1167,2,2,3,0,24279,32,31,1Fam,WD,481170
NWAmes,1991,1994,9,2,1787,943,2,2,3,1,14714,19,16,TwnhsE,WD,341509
Mitchel,1917,1987,1,5,4266,3075,2,2,4,1,20041,93,23,1Fam,WD,365378
IDOTRR,1997,2009,4,7,1333,904,3,2,1,1,15676,13,1,Duplex,Oth,196634
ClearCr,1962,1976,1,8,3264,1896,2,2,3,0,20575,48,34,1Fam,WD,395094
Somerst,1921,2009,1,8,2971,1498,2,2,1,1,24425,89,1,2fmCon,COD,380965
Mitchel,1910,1996,8,8,4332,3782,3,2,2,0,21226,100,14,1Fam,Oth,472278
Somerst,1957,1978,2,3,2760,2142,1,2,3,0,3055,53,32,1Fam,WD,370842
BrkSide,1956,1981,1,2,4242,3041,1,2,4,0,18159,54,29,1Fam,WD,304882
NAmes,1976,2008,8,4,2535,818,2,3,2,1,20620,34,2,1Fam,WD,309194
ClearCr,1903,1977,4,1,2467,1420,2,2,3,1,4589,107,33,1Fam,WD,331625
NWAmes,1985,1994,3,3,599,375,2,2,3,1,16243,25,16,TwnhsE,WD,208824
NWAmes,1906,1930,4,9,2352,2142,1,1,3,1,9078,104,80,1Fam,WD,287074
NoRidge,1960,1996,5,7,3683,1661,2,2,3,1,3672,50,14,Twnhs,WD,614219
BrkSide,2006,2008,1,7,2855,1605,2,2,4,0,18036,4,2,1Fam,WD,260424
CollgCr,1953,2005,1,1,3225,1562,2,2,3,0,19488,57,5,1Fam,WD,329641
Mitchel,1987,1992,3,7,3022,1308,2,2,2,1,24685,23,18,1Fam,WD,320329
Somerst,1967,2007,6,7,2071,712,2,2,3,1,9224,43,3,Twnhs,New,390217
NAmes,1991,2003,1,4,611,308,3,0,3,1,11759,19,7,1Fam,WD,164970
Somerst,1978,2001,2,7,3658,2197,2,2,1,1,3326,32,9,1Fam,WD,446134
NridgHt,1900,1939,7,8,682,590,3,3,2,1,23393,110,71,1Fam,WD,395512
BrkSide,1954,1999,1,3,3144,2459,2,1,2,1,19254,56,11,1Fam,WD,268592
NoRidge,1902,1998,7,2,4352,2306,2,1,2,0,13239,108,12,TwnhsE,WD,642125
Veenker,1977,1993,4,7,664,468,2,2,3,1,6822,33,17,1Fam,WD,267602
IDOTRR,1937,1993,10,5,3362,1334,3,2,3,0,23012,73,17,TwnhsE,WD,297497
IDOTRR,1900,1901,6,5,2637,2128,2,2,3,0,7311,110,109,1Fam,COD,247158
Crawfor,2001,2009,8,5,2523,1569,3,2,4,0,3191,9,1,TwnhsE,COD,411998
Gilbert,1937,1998,9,7,954,852,4,2,3,1,8174,73,12,1Fam,WD,306651
ClearCr,1984,2007,6,9,2785,1378,1,1,4,1,12336,26,3,1Fam,WD,425962
Veenker,1928,1936,9,8,2522,1246,0,2,3,1,4890,82,74,1Fam,WD,408129
Somerst,1904,1971,4,6,3081,1268,1,1,2,2,20282,106,39,1Fam,WD,381668
Gilbert,1973,1989,6,7,4250,2193,2,2,3,0,11973,37,21,1Fam,WD,455507
NWAmes,1991,2007,8,9,1226,975,1,2,4,1,11362,19,3,1Fam,WD,294436
Mitchel,1920,1969,9,6,2605,2081,3,2,2,1,1536,90,41,1Fam,WD,343451
Mitchel,1970,1999,3,1,1041,555,0,2,2,2,13108,40,11,1Fam,COD,192693
NoRidge,1966,2005,2,4,2437,1360,2,2,3,0,19511,44,5,1Fam,WD,442074
CollgCr,2008,2009,6,8,1521,1091,1,2,3,2,3839,2,1,1Fam,WD,331977
NridgHt,1946,1966,4,7,3165,1101,3,1,3,0,24044,64,44,1Fam,WD,556640
CollgCr,1983,2000,1,3,2949,2605,2,1,2,1,15925,27,10,Twnhs,WD,366944
ClearCr,1982,2004,8,3,3553,1647,3,2,3,1,2871,28,6,1Fam,COD,488606
NAmes,1934,1962,9,3,1341,982,4,2,3,1,2176,76,48,1Fam,COD,265297
Somerst,1967,1990,9,1,2202,1520,2,3,3,0,6572,43,20,1Fam,WD,420403
NoRidge,1968,1977,2,1,4433,2622,2,1,3,0,1752,42,33,1Fam,WD,612495
StoneBr,1900,2008,9,6,2189,1615,1,2,3,0,4364,110,2,1Fam,WD,504095
NWAmes,1967,1983,7,1,3386,1092,2,2,3,1,19500,43,27,1Fam,WD,376593
Crawfor,1911,1928,5,5,1018,480,2,2,3,1,11708,99,82,1Fam,ConLD,221902
NoRidge,1959,2000,7,4,696,351,0,2,3,2,20115,51,10,1Fam,WD,373313
NoRidge,1926,2009,9,5,4404,3467,1,2,1,1,24317,84,1,Duplex,WD,747991
NWAmes,1955,1991,8,7,2593,1015,2,2,3,0,18644,55,19,1Fam,WD,337289
NridgHt,2005,2009,6,6,3077,2161,2,1,3,0,21170,5,1,Twnhs,WD,642808
Mitchel,1922,2003,4,9,1920,1289,2,1,2,0,7801,88,7,TwnhsE,WD,247801
NWAmes,1924,1940,1,6,2188,816,2,0,3,1,24950,86,70,1Fam,WD,245387
NoRidge,1920,1992,6,9,1499,1098,3,2,3,1,24718,90,18,1Fam,WD,458126
NoRidge,1960,1973,3,4,3323,1230,2,1,2,2,1892,50,37,1Fam,WD,515976
IDOTRR,1962,2010,6,1,2621,1357,1,2,3,0,12783,48,0,1Fam,WD,266248
Somerst,1951,1979,6,1,3987,1521,3,2,5,0,13234,59,31,1Fam,COD,513630
Somerst,1987,1990,4,7,4228,2192,4,3,3,0,2496,23,20,1Fam,New,557514
Mitchel,1924,2005,2,3,2137,1581,1,2,3,1,8648,86,5,1Fam,WD,245637
BrkSide,2008,2010,9,2,2882,1644,2,1,3,2,18984,2,0,1Fam,New,375118
IDOTRR,1954,1973,2,6,2370,1253,2,1,3,0,12391,56,37,TwnhsE,ConLD,200181
NWAmes,1945,1991,3,6,1132,612,1,1,5,0,16420,65,19,TwnhsE,WD,194139
Somerst,1931,1939,10,7,3235,1413,3,3,4,1,16042,79,71,1Fam,WD,526234
NoRidge,1954,1966,1,5,1074,373,2,2,4,1,20144,56,44,1Fam,WD,280615
Mitchel,1995,2009,7,8,2843,2360,3,1,5,0,15914,15,1,1Fam,WD,386014
CollgCr,1904,1930,1,7,1607,1019,2,2,3,1,20064,106,80,TwnhsE,WD,214798
ClearCr,1935,1949,9,2,1538,638,2,2,3,0,6816,75,61,Twnhs,WD,316351
BrkSide,2009,2010,1,1,2390,436,1,3,4,2,12788,1,0,1Fam,COD,226888
NoRidge,2005,2009,5,9,3705,2736,2,1,3,0,14259,5,1,1Fam,WD,676445
CollgCr,1948,2002,7,5,977,698,0,2,5,0,19664,62,8,1Fam,WD,291394
NridgHt,2005,2007,3,5,3180,1812,2,2,2,0,24317,5,3,1Fam,WD,587644
CollgCr,1957,1982,9,4,2866,1942,2,3,3,0,10971,53,28,1Fam,WD,447448
NridgHt,1938,1989,8,2,3963,2065,3,2,5,1,5508,72,21,1Fam,WD,700383
NoRidge,1979,2004,3,5,3026,1758,2,2,3,1,8873,31,6,Twnhs,WD,526355
NoRidge,1996,2004,5,2,4211,3637,3,1,4,1,16842,14,6,1Fam,WD,726522
Gilbert,1984,2009,7,7,2915,1927,2,2,2,1,16927,26,1,2fmCon,ConLD,405519
NWAmes,1960,1985,4,9,866,734,3,3,3,0,4786,50,25,1Fam,WD,233455
Crawfor,1908,1953,5,9,3859,1349,4,2,4,0,12373,102,57,1Fam,WD,418326
IDOTRR,1905,1996,3,6,2336,1224,2,2,3,2,6017,105,14,1Fam,WD,181941
Somerst,2008,2008,9,1,2925,2101,3,2,1,1,20512,2,2,TwnhsE,WD,519197
Veenker,1934,1986,10,6,2215,776,2,2,1,0,18422,76,24,1Fam,WD,440258
NAmes,1938,1940,9,5,3010,1010,3,2,4,0,15494,72,70,2fmCon,WD,351266
Timber,1921,1986,7,4,2117,1781,2,2,4,1,19664,89,24,2fmCon,ConLD,412967
IDOTRR,1940,1981,10,6,512,43,2,2,2,0,8105,70,29,1Fam,WD,167342
NridgHt,1904,1922,2,6,1035,177,2,2,2,1,13218,106,88,2fmCon,WD,287129
IDOTRR,1941,1957,7,6,3739,1605,1,2,4,1,16841,69,53,2fmCon,WD,296129
NridgHt,1986,1997,7,2,2817,1261,2,2,4,0,3848,24,13,1Fam,WD,585084
NAmes,1980,1980,5,7,3641,1566,4,1,2,0,17645,30,30,1Fam,COD,374268
CollgCr,1975,1986,9,4,3889,3293,2,3,3,1,23291,35,24,2fmCon,WD,529828
IDOTRR,1986,2002,3,9,875,611,2,2,4,0,17620,24,8,Duplex,WD,158966
NridgHt,1979,2002,4,2,3660,1817,3,2,3,0,19844,31,8,1Fam,COD,639399
CollgCr,1966,1968,1,5,2224,1310,3,2,5,1,17862,44,42,Duplex,WD,322294
IDOTRR,1929,1977,6,4,756,454,2,2,3,1,4591,81,33,Duplex,WD,153473
CollgCr,1956,2010,4,9,2764,1381,0,3,3,0,17336,54,0,1Fam,WD,364802
Crawfor,1985,2010,1,4,949,377,1,2,3,1,8597,25,0,1Fam,WD,195969
Gilbert,1972,2006,2,8,1393,1137,3,3,5,1,21446,38,4,1Fam,WD,307967
ClearCr,1928,1999,3,8,4115,1634,3,1,3,0,6581,82,11,1Fam,WD,466369
Crawfor,2010,2010,9,6,3712,1591,2,2,3,0,6401,0,0,1Fam,ConLD,501365
Crawfor,1936,1987,8,6,1684,880,2,2,3,1,3804,74,23,TwnhsE,WD,331532
BrkSide,1986,1989,7,8,2579,1343,3,2,4,0,12192,24,21,1Fam,WD,305138
NridgHt,1912,1918,4,9,2347,819,3,2,3,1,3985,98,92,Duplex,WD,453348
Veenker,1931,1976,1,5,3723,1398,3,2,3,1,14964,79,34,1Fam,WD,413548
IDOTRR,1945,1990,8,1,4430,2255,2,2,3,1,2148,65,20,TwnhsE,WD,316988
NAmes,2010,2010,4,1,1783,1368,2,2,2,1,11961,0,0,Duplex,WD,267243
ClearCr,1922,1937,3,2,4299,1812,2,2,1,1,15512,88,73,TwnhsE,WD,418940
Crawfor,1944,1967,9,5,3850,2052,2,2,3,0,21699,66,43,2fmCon,WD,480639
Veenker,1916,1976,10,4,1808,1006,3,2,3,0,7779,94,34,Duplex,WD,421410
StoneBr,2003,2008,4,1,1109,939,2,2,4,1,11243,7,2,1Fam,ConLD,399359
CollgCr,1984,1984,4,4,1416,731,3,2,4,1,4132,26,26,1Fam,WD,300989
Somerst,1965,1989,9,4,3089,1288,2,2,4,1,2768,45,21,1Fam,WD,483107
Crawfor,2000,2009,2,4,2125,1122,3,1,3,0,3273,10,1,1Fam,WD,311893
NridgHt,1905,1984,5,1,647,391,2,1,4,2,12781,105,26,1Fam,WD,304717
IDOTRR,2007,2010,4,9,1155,535,2,1,2,0,8520,3,0,1Fam,WD,200663
IDOTRR,1917,1974,9,3,2614,1432,2,2,2,0,5127,93,36,TwnhsE,WD,227096
Gilbert,1993,2000,5,4,4440,1239,1,2,2,0,19050,17,10,1Fam,WD,446310
CollgCr,1921,1949,9,5,3117,1188,3,1,3,0,4048,89,61,TwnhsE,WD,402103
Veenker,1932,1937,9,7,2316,1055,2,1,3,1,3050,78,73,1Fam,WD,427375
Mitchel,1929,1944,2,6,1802,953,2,2,3,0,20024,81,66,1Fam,WD,219206
Gilbert,1980,1999,9,5,3295,2330,3,2,3,0,7002,30,11,1Fam,WD,485080
StoneBr,2006,2006,3,8,942,877,3,1,3,0,23892,4,4,1Fam,WD,396435
BrkSide,1931,2008,4,1,3444,1661,2,2,3,1,7922,79,2,1Fam,WD,266048
Mitchel,1941,1983,1,7,4436,2498,3,1,3,1,7346,69,27,1Fam,COD,338030
BrkSide,1977,2002,1,6,898,502,1,2,2,1,21404,33,8,1Fam,WD,143844
NWAmes,1909,1998,1,5,1651,477,1,1,2,0,8625,101,12,1Fam,WD,193929
Crawfor,2010,2010,9,7,3908,3119,2,2,3,1,13346,0,0,1Fam,WD,535114
ClearCr,1935,2005,8,3,3029,2666,2,2,2,0,10312,75,5,1Fam,WD,443914
BrkSide,1933,1965,5,1,4292,1580,2,2,3,0,6907,77,45,1Fam,WD,300721
NAmes,1972,1997,5,9,3495,1157,2,1,4,1,20407,38,13,1Fam,COD,356419
NridgHt,2005,2005,9,2,2733,1133,2,2,3,1,6267,5,5,Duplex,WD,616224
NridgHt,1927,1971,3,3,2716,1546,3,2,3,0,9862,83,39,1Fam,WD,477044
Somerst,1910,1993,3,8,2207,1377,2,3,4,0,23528,100,17,Twnhs,Oth,367886
Mitchel,1977,1979,7,9,3831,3392,4,2,3,0,20303,33,31,TwnhsE,Oth,467632
IDOTRR,1938,1989,9,3,4288,2914,3,2,2,0,12471,72,21,1Fam,WD,326433
StoneBr,1946,1971,6,6,2487,1533,2,2,3,1,11108,64,39,1Fam,WD,523171
Crawfor,1918,1992,2,7,2170,1294,2,1,3,0,23961,92,18,1Fam,WD,286706
Somerst,1914,1915,1,1,2081,1488,2,3,3,2,16020,96,95,1Fam,COD,301588
IDOTRR,1927,1940,2,7,1006,683,3,2,4,1,17291,83,70,1Fam,WD,156558
NAmes,1923,1952,1,4,3068,1892,0,2,2,1,2438,87,58,TwnhsE,Oth,242917
NAmes,1971,1982,10,5,4042,2616,2,1,3,1,22814,39,28,1Fam,WD,428707
CollgCr,2006,2007,10,8,660,698,3,1,3,1,24236,4,3,Twnhs,WD,358072
ClearCr,1908,1951,9,4,3860,2436,2,2,4,1,24827,102,59,TwnhsE,WD,497572
Veenker,1946,1978,10,4,839,569,2,2,4,0,15172,64,32,Twnhs,WD,338789
NridgHt,1932,1944,8,8,4471,3146,2,2,3,1,11723,78,66,1Fam,ConLD,786962
NAmes,1961,1974,7,5,4404,2709,3,2,2,0,4677,49,36,1Fam,WD,419151
Mitchel,1996,2003,3,6,4073,2343,3,2,3,0,17184,14,7,2fmCon,WD,410505
IDOTRR,1918,1943,8,5,3677,2506,2,2,2,0,23235,92,67,2fmCon,WD,295976
IDOTRR,1966,1986,2,1,2325,1207,2,0,3,1,6600,44,24,1Fam,WD,168171
CollgCr,1973,2000,2,7,1998,1231,3,2,3,2,5296,37,10,2fmCon,WD,309622
NWAmes,1939,1986,10,6,4424,1204,3,2,5,0,20768,71,24,1Fam,New,539288
BrkSide,1946,1985,3,2,2123,1467,3,2,3,1,11423,64,25,1Fam,WD,238960
NAmes,2005,2006,7,7,1986,1369,2,1,3,1,19156,5,4,1Fam,WD,312257
Timber,1964,2005,1,6,2006,1672,3,1,2,0,15128,46,5,TwnhsE,WD,360829
ClearCr,1928,2000,8,5,3251,1491,2,1,2,0,7907,82,10,1Fam,WD,432295
NoRidge,1949,1971,7,8,1676,750,1,3,2,0,19636,61,39,2fmCon,WD,463061
IDOTRR,1997,2009,4,5,1322,465,2,2,4,1,8930,13,1,1Fam,Oth,176501
Crawfor,1912,1934,5,2,4220,1161,2,1,2,0,13179,98,76,1Fam,WD,395589
Timber,1900,1980,10,6,1284,780,3,1,5,0,19575,110,30,TwnhsE,WD,393631
Gilbert,1933,1980,1,1,3720,1404,1,1,3,1,10949,77,30,1Fam,WD,344459
Crawfor,1992,1993,4,5,3759,2588,3,2,3,1,23057,18,17,1Fam,WD,427973
Somerst,1947,1966,1,6,4224,2957,2,1,3,2,5405,63,44,1Fam,WD,464436
NoRidge,2010,2010,1,7,630,470,2,2,3,0,7546,0,0,TwnhsE,WD,304896
Gilbert,1976,1995,10,2,1975,1632,0,2,3,2,7580,34,15,1Fam,WD,342049
CollgCr,1947,2005,1,1,3063,1691,2,2,3,0,11990,63,5,1Fam,WD,342681
Mitchel,1948,1993,7,6,4062,2074,2,2,3,0,24040,62,17,1Fam,WD,413028
CollgCr,1963,1965,7,3,1999,1493,2,2,4,2,24698,47,45,1Fam,WD,358829
NAmes,1960,1971,4,5,3834,2982,2,2,3,1,8184,50,39,1Fam,WD,368856
CollgCr,1928,1967,2,2,4109,1715,2,2,3,0,3604,82,43,TwnhsE,WD,375422
Crawfor,1938,2003,3,1,4030,1068,3,2,3,1,22983,72,7,1Fam,WD,418911
NAmes,1987,1990,8,1,3083,1541,2,2,2,1,10876,23,20,1Fam,WD,346482
ClearCr,1925,2002,8,4,4349,1994,2,2,2,1,1936,85,8,TwnhsE,WD,505417
NoRidge,1916,1931,6,2,3288,2765,2,2,2,1,16613,94,79,1Fam,WD,556988
NridgHt,1970,1988,10,1,1280,965,3,3,3,1,22209,40,22,1Fam,WD,518712
NWAmes,1912,1945,9,6,4208,2263,2,2,3,1,14618,98,65,2fmCon,WD,457559
Crawfor,1968,1973,9,4,2207,1746,0,3,4,1,14628,42,37,1Fam,COD,399285
NWAmes,1925,2001,4,7,2269,1265,3,1,3,1,16192,85,9,1Fam,WD,309135
Timber,1948,1983,1,6,1818,634,2,2,2,1,8508,62,27,1Fam,WD,304459
NoRidge,1966,1987,1,5,2438,1910,1,3,3,0,15069,44,23,1Fam,WD,453269
NridgHt,1906,1923,10,2,1958,1579,4,2,4,0,10326,104,87,1Fam,WD,535037
Somerst,1957,1968,5,5,3846,3004,2,3,3,0,19877,53,42,Twnhs,WD,506920
Crawfor,1948,1999,2,9,3135,2006,2,1,3,1,4175,62,11,1Fam,WD,349033
Somerst,2002,2007,6,9,3879,2829,2,3,4,0,23745,8,3,TwnhsE,WD,568196
ClearCr,1952,1981,7,2,3273,1096,3,2,2,0,3840,58,29,1Fam,WD,417440
BrkSide,1964,2003,1,7,3490,2305,2,1,4,0,5316,46,7,TwnhsE,WD,276160
Somerst,1961,1967,6,4,3544,3196,2,3,3,0,3781,49,43,2fmCon,WD,516774
CollgCr,1916,1963,8,3,875,537,1,1,3,1,7322,94,47,Duplex,Oth,251507
Mitchel,1942,1960,5,1,3729,2723,3,1,3,0,17537,68,50,1Fam,WD,385203
Somerst,1924,1929,7,3,4385,2655,2,1,4,0,10496,86,81,1Fam,WD,519494
Crawfor,1902,1985,10,9,2751,1399,2,2,3,1,15824,108,25,1Fam,WD,414924
NAmes,1978,2004,6,9,3536,2561,2,3,3,1,12973,32,6,2fmCon,New,395892
BrkSide,1928,1980,4,7,1160,258,2,1,4,0,24566,82,30,Duplex,WD,186811
StoneBr,2006,2008,7,3,2622,1609,3,2,4,0,9597,4,2,1Fam,WD,569449
